id,strategy,seed_prompt
seed-0842,single_entity,entity:fr-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack pour Builders|niche:apex|type:article
seed-0843,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack para Creadores|dst:Tencent Cloud Deal Stack pour Builders
seed-0844,single_entity,entity:category-development|label:Development|niche:apex|type:category
seed-0845,single_entity,entity:ja-magica-quickstart|label:Magica 入門|niche:apex|type:article
seed-0846,single_entity,entity:es-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack para Creadores|niche:apex|type:article
seed-0847,single_entity,entity:it-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0848,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0849,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0850,single_entity,entity:category-tencent-cloud|label:Tencent Cloud|niche:apex|type:category
seed-0851,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0852,single_entity,entity:pt-magica-mcp-server|label:Construindo Servidores MCP com Magica|niche:apex|type:article
seed-0853,single_entity,entity:zh-magica-overview|label:Magica：AI指挥中心|niche:apex|type:article
seed-0854,single_entity,entity:category-development|label:Development|niche:apex|type:category
seed-0855,single_entity,entity:category-tencent-cloud|label:Tencent Cloud|niche:apex|type:category
seed-0856,entity_pair,relation:related_to|src:Magica: Das KI-Kommandozentrum|dst:Magica：AI指挥中心
seed-0857,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud Deal Stack for Builders
seed-0858,entity_pair,relation:related_to|src:Magica 快速入门|dst:使用Magica构建MCP服务器
seed-0859,single_entity,entity:category-api|label:Api|niche:apex|type:category
seed-0860,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0861,single_entity,entity:pt-magica-quickstart|label:Primeiros Passos com Magica|niche:apex|type:article
seed-0862,single_entity,entity:es-magica-mcp-server|label:Construyendo Servidores MCP con Magica|niche:apex|type:article
seed-0863,graph_traversal,traversal:Ai Platform → Magica: Das KI-Kommandozentrum → Magica|hops:3|nodes:3
seed-0864,graph_traversal,traversal:Tencent Cloud Deal Stack: Cloud Barata para Builders → Tencent Cloud Promotions → Tencent Cloud Deal Stack for Builders|hops:3|nodes:3
seed-0865,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack: Cloud Barata para Builders|dst:CVM Overview
seed-0866,single_entity,entity:ja-magica-mcp-server|label:MagicaでMCPサーバーを構築する|niche:apex|type:article
seed-0867,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0868,single_entity,entity:de-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack für Entwickler|niche:apex|type:article
seed-0869,entity_pair,relation:related_to|src:Magica: Le Centre de Commandement IA|dst:Multi Model
seed-0870,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0871,single_entity,entity:es-magica-mcp-server|label:Construyendo Servidores MCP con Magica|niche:apex|type:article
seed-0872,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0873,single_entity,entity:category-productivity|label:Productivity|niche:apex|type:category
seed-0874,entity_pair,relation:related_to|src:Premiers Pas avec Magica|dst:Quickstart
seed-0875,entity_pair,relation:related_to|src:Construire des Serveurs MCP avec Magica|dst:Magica
seed-0876,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0877,cross_locale,locale:es|niche:apex|sample:es-magica-mcp-server|query:find articles in es about apex
seed-0878,cross_locale,locale:it|niche:apex|sample:it-cnt_tecent_vm_benefits_2026_05|query:find articles in it about apex
seed-0879,single_entity,entity:it-magica-overview|label:Magica: Il Centro di Comando AI|niche:apex|type:article
seed-0880,single_entity,entity:category-ai-workflows|label:Ai Workflows|niche:apex|type:category
seed-0881,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack pour Builders|dst:Tencent Cloud Deal Stack für Entwickler
seed-0882,single_entity,entity:brand-mcp|label:MCP|niche:apex|type:brand
seed-0883,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0884,cross_locale,locale:fr|niche:apex|sample:fr-magica-quickstart|query:find articles in fr about apex
seed-0885,single_entity,entity:product-edgeone-overview|label:EdgeOne Overview|niche:apex|type:product
seed-0886,single_entity,entity:pt-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack: Cloud Barata para Builders|niche:apex|type:article
seed-0887,single_entity,entity:fr-magica-mcp-server|label:Construire des Serveurs MCP avec Magica|niche:apex|type:article
seed-0888,graph_traversal,traversal:Tencent Cloud Deal Stack für Entwickler → Lighthouse Overview → Tencent Cloud Deal Stack per Creator → Tencent Cloud Promotions|hops:4|nodes:4
seed-0889,graph_traversal,traversal:Magica 入門 → Premiers Pas avec Magica → Quickstart → Magica 快速入门|hops:4|nodes:4
seed-0890,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0891,entity_pair,relation:related_to|src:Magica 入門|dst:Tutorial
seed-0892,single_entity,entity:pt-magica-overview|label:Magica: O Centro de Comando de IA|niche:apex|type:article
seed-0893,single_entity,entity:zh-tencent-cloud-deal-stack-builders|label:面向开发者的腾讯云交易堆栈|niche:apex|type:article
seed-0894,entity_pair,relation:related_to|src:Magica 入門|dst:Ai Workflows
seed-0895,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Cloud
seed-0896,single_entity,entity:fr-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack pour Builders|niche:apex|type:article
seed-0897,graph_traversal,traversal:Tencent Cloud Deal Stack for Builders → Tencent Cloud → Tencent Cloud Deal Stack para Creadores → CVM Overview|hops:4|nodes:4
seed-0898,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack para Creadores|dst:Tencent Cloud Promotions
seed-0899,cross_locale,locale:pt|niche:apex|sample:pt-magica-overview|query:find articles in pt about apex
seed-0900,entity_pair,relation:related_to|src:Magica: O Centro de Comando de IA|dst:Tencent Cloud Deal Stack: Cloud Barata para Builders
seed-0901,entity_pair,relation:related_to|src:Erste Schritte mit Magica|dst:Tencent Cloud Deal Stack für Entwickler
seed-0902,single_entity,entity:category-tutorial|label:Tutorial|niche:apex|type:category
seed-0903,single_entity,entity:category-multi-model|label:Multi Model|niche:apex|type:category
seed-0904,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0905,cross_locale,locale:pt|niche:apex|sample:pt-magica-overview|query:find articles in pt about apex
seed-0906,cross_locale,locale:de|niche:apex|sample:de-cnt_tecent_vm_benefits_2026_05|query:find articles in de about apex
seed-0907,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0908,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0909,graph_traversal,traversal:Primi Passi con Magica → Getting Started with Magica → Building MCP Servers with Magica → Construire des Serveurs MCP avec Magica|hops:4|nodes:4
seed-0910,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0911,cross_locale,locale:de|niche:apex|sample:de-cnt_tecent_vm_benefits_2026_05|query:find articles in de about apex
seed-0912,cross_locale,locale:es|niche:apex|sample:es-cnt_tecent_vm_benefits_2026_05|query:find articles in es about apex
seed-0913,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0914,entity_pair,relation:related_to|src:Magica 快速入门|dst:Magica
seed-0915,single_entity,entity:product-lighthouse-overview|label:Lighthouse Overview|niche:apex|type:product
seed-0916,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0917,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Infrastructure
seed-0918,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0919,entity_pair,relation:related_to|src:Magica: El Centro de Comando de IA|dst:Tencent Cloud Deal Stack para Creadores
seed-0920,single_entity,entity:category-ai-workflows|label:Ai Workflows|niche:apex|type:category
seed-0921,graph_traversal,traversal:使用Magica构建MCP服务器 → MCP-Server mit Magica erstellen → MagicaでMCPサーバーを構築する|hops:3|nodes:3
seed-0922,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0923,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack para Creadores|dst:Tencent Cloud
seed-0924,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0925,cross_locale,locale:de|niche:apex|sample:de-magica-mcp-server|query:find articles in de about apex
seed-0926,entity_pair,relation:related_to|src:Erste Schritte mit Magica|dst:Tencent Cloud Deal Stack für Entwickler
seed-0927,cross_locale,locale:it|niche:apex|sample:it-tencent-cloud-deal-stack-builders|query:find articles in it about apex
seed-0928,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0929,single_entity,entity:ja-magica-quickstart|label:Magica 入門|niche:apex|type:article
seed-0930,cross_locale,locale:zh|niche:apex|sample:zh-magica-mcp-server|query:find articles in zh about apex
seed-0931,cross_locale,locale:de|niche:apex|sample:de-magica-overview|query:find articles in de about apex
seed-0932,cross_locale,locale:zh|niche:apex|sample:zh-magica-overview|query:find articles in zh about apex
seed-0933,entity_pair,relation:related_to|src:Magica 快速入门|dst:Magica
seed-0934,graph_traversal,traversal:面向开发者的腾讯云交易堆栈 → Tencent Cloud → Tencent Cloud Deal Stack: Cloud Barata para Builders|hops:3|nodes:3
seed-0935,cross_locale,locale:es|niche:apex|sample:es-cnt_tecent_vm_benefits_2026_05|query:find articles in es about apex
seed-0936,single_entity,entity:brand-mcp|label:MCP|niche:apex|type:brand
seed-0937,single_entity,entity:de-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack für Entwickler|niche:apex|type:article
seed-0938,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0939,graph_traversal,traversal:Primeiros Passos com Magica → Ai Workflows → Primeros Pasos con Magica → Magica Free Trial|hops:4|nodes:4
seed-0940,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0941,cross_locale,locale:zh|niche:apex|sample:zh-magica-quickstart|query:find articles in zh about apex
seed-0942,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack: Cloud Barata para Builders|dst:Tencent Cloud
seed-0943,cross_locale,locale:es|niche:apex|sample:es-tencent-cloud-deal-stack-builders|query:find articles in es about apex
seed-0944,entity_pair,relation:related_to|src:Magica: Le Centre de Commandement IA|dst:Magica: AIコマンドセンター
seed-0945,cross_locale,locale:fr|niche:apex|sample:fr-magica-mcp-server|query:find articles in fr about apex
seed-0946,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0947,entity_pair,relation:related_to|src:Magica: Le Centre de Commandement IA|dst:Construire des Serveurs MCP avec Magica
seed-0948,entity_pair,relation:related_to|src:Primeiros Passos com Magica|dst:Primeros Pasos con Magica
seed-0949,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0950,single_entity,entity:category-api|label:Api|niche:apex|type:category
seed-0951,entity_pair,relation:related_to|src:Magica: Il Centro di Comando AI|dst:Tencent Cloud Deal Stack for Builders
seed-0952,cross_locale,locale:fr|niche:apex|sample:fr-magica-quickstart|query:find articles in fr about apex
seed-0953,single_entity,entity:category-productivity|label:Productivity|niche:apex|type:category
seed-0954,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Infrastructure
seed-0955,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack für Entwickler|dst:Builders
seed-0956,single_entity,entity:zh-magica-quickstart|label:Magica 快速入门|niche:apex|type:article
seed-0957,single_entity,entity:de-magica-mcp-server|label:MCP-Server mit Magica erstellen|niche:apex|type:article
seed-0958,single_entity,entity:category-ai-workflows|label:Ai Workflows|niche:apex|type:category
seed-0959,single_entity,entity:it-magica-quickstart|label:Primi Passi con Magica|niche:apex|type:article
seed-0960,single_entity,entity:brand-tencent-cloud|label:Tencent Cloud|niche:apex|type:brand
seed-0961,single_entity,entity:de-tencent-cloud-deal-stack-builders|label:Tencent Cloud Deal Stack für Entwickler|niche:apex|type:article
seed-0962,single_entity,entity:fr-magica-overview|label:Magica: Le Centre de Commandement IA|niche:apex|type:article
seed-0963,single_entity,entity:product-tencent-cloud-free-tier|label:Tencent Cloud Free Tier|niche:apex|type:product
seed-0964,entity_pair,relation:related_to|src:Magica: Il Centro di Comando AI|dst:Magica
seed-0965,single_entity,entity:pt-magica-overview|label:Magica: O Centro de Comando de IA|niche:apex|type:article
seed-0966,cross_locale,locale:es|niche:apex|sample:es-magica-quickstart|query:find articles in es about apex
seed-0967,graph_traversal,traversal:Tencent Cloud Deal Stack for Builders → 使用Magica构建MCP服务器 → Building MCP Servers with Magica|hops:3|nodes:3
seed-0968,graph_traversal,traversal:Tencent Cloud Deal Stack for Builders → Builders → Tencent Cloud Deal Stack for Builders → Tencent Cloud Deal Stack for Builders|hops:4|nodes:4
seed-0969,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0970,single_entity,entity:ja-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack for Builders|niche:apex|type:article
seed-0971,cross_locale,locale:pt|niche:apex|sample:pt-tencent-cloud-deal-stack-builders|query:find articles in pt about apex
seed-0972,cross_locale,locale:ja|niche:apex|sample:ja-magica-quickstart|query:find articles in ja about apex
seed-0973,cross_locale,locale:de|niche:apex|sample:de-magica-mcp-server|query:find articles in de about apex
seed-0974,cross_locale,locale:it|niche:apex|sample:it-magica-quickstart|query:find articles in it about apex
seed-0975,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0976,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack pour Builders|dst:Cloud
seed-0977,cross_locale,locale:fr|niche:apex|sample:fr-magica-overview|query:find articles in fr about apex
seed-0978,graph_traversal,traversal:Primi Passi con Magica → Primeiros Passos com Magica → Magica|hops:3|nodes:3
seed-0979,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0980,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud
seed-0981,graph_traversal,traversal:Quickstart → Primi Passi con Magica → Magica 入門|hops:3|nodes:3
seed-0982,cross_locale,locale:de|niche:apex|sample:de-magica-quickstart|query:find articles in de about apex
seed-0983,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack for Builders|dst:Tencent Cloud Promotions
seed-0984,entity_pair,relation:related_to|src:Tencent Cloud Deal Stack per Creator|dst:Lighthouse Overview
seed-0985,entity_pair,relation:related_to|src:Magica: O Centro de Comando de IA|dst:Magica：AI指挥中心
seed-0986,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0987,single_entity,entity:es-cnt_tecent_vm_benefits_2026_05|label:Tencent Cloud Deal Stack para Creadores|niche:apex|type:article
seed-0988,cross_locale,locale:zh|niche:apex|sample:zh-cnt_tecent_vm_benefits_2026_05|query:find articles in zh about apex
seed-0989,niche_summary,niche:apex|count:0|summary:overview of apex signals
seed-0990,entity_pair,relation:related_to|src:Construindo Servidores MCP com Magica|dst:Mcp
seed-0991,cross_locale,locale:pt|niche:apex|sample:pt-tencent-cloud-deal-stack-builders|query:find articles in pt about apex
seed-0992,graph_traversal,traversal:Magica: Le Centre de Commandement IA → Magica → Primi Passi con Magica → Erste Schritte mit Magica|hops:4|nodes:4
seed-0993,single_entity,entity:ja-magica-mcp-server|label:MagicaでMCPサーバーを構築する|niche:apex|type:article
seed-0994,graph_traversal,traversal:Primi Passi con Magica → Premiers Pas avec Magica → Magica: Le Centre de Commandement IA|hops:3|nodes:3
seed-0995,entity_pair,relation:related_to|src:Magica: O Centro de Comando de IA|dst:Magica：AI指挥中心
seed-0996,single_entity,entity:it-magica-overview|label:Magica: Il Centro di Comando AI|niche:apex|type:article
seed-0997,graph_traversal,traversal:使用Magica构建MCP服务器 → Construyendo Servidores MCP con Magica → Development|hops:3|nodes:3
seed-0998,single_entity,entity:it-magica-quickstart|label:Primi Passi con Magica|niche:apex|type:article
seed-0999,entity_pair,relation:related_to|src:Construyendo Servidores MCP con Magica|dst:Magica
